Employee_ID,Age,Gender,City,Education_Level,Department,Experience_Years,Monthly_Salary,Projects_Completed,Training_Hours,Certifications,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Overtime_Hours,Commute_Time_Min,Laptop_Issue_Count,Cafeteria_Rating,Internet_Stability,Last_Promotion_Years,Absenteeism_Days,Performance_Category
10685,38,Male,Chennai,Graduate,Finance,4.2,61130,,55,4,5,4,3.8,,27,0,5,Excellent,3.4,14,Average Performer
10686,48,Female,Bengaluru,Graduate,Finance,14.1,34708,17,256,,4,5,2.1,18,124,2,2,Good,,,Average Performer
10687,42,Male,Delhi,Post Graduate,Finance,8.1,,10,,3,,2,4.9,37,119,10,2,Good,6.3,15,Average Performer
10688,41,Other,Pune,Graduate,,3.9,22782,22,79,3,1,2,2.9,24,86,12,2,Average,6.5,12,Average Performer
10689,26,Female,Mumbai,Graduate,Analytics,16.3,28052,6,,3,2,5,2.7,38,100,14,4,,7.9,,Low Performer
10690,21,Male,Delhi,Graduate,,4,37521,34,153,0,5,4,3.5,3,179,12,3,Poor,0.7,,Average Performer
10691,25,Male,Delhi,,IT,1,87690,31,127,1,5,4,3.6,2,30,8,,,3.9,8,Low Performer
10692,32,Male,Hyderabad,Post Graduate,Analytics,0.9,53546,12,,0,1,4,4.3,33,,11,5,Average,4.2,10,Low Performer
10693,46,Female,Chennai,,Finance,11.4,122713,12,,3,4,5,3.2,9,175,0,,Average,6.4,7,Average Performer
10694,54,,Bengaluru,Diploma,Operations,12.1,120617,16,281,1,,5,3.3,26,70,4,3,Average,,6,Low Performer
10695,34,Male,Bengaluru,Graduate,Operations,5.9,40030,25,261,3,4,,,0,108,9,4,Excellent,0.6,3,Average Performer
10696,46,Male,Kolkata,Graduate,Sales,6.1,107831,22,,1,,2,3.2,43,145,5,2,Average,2.5,1,Average Performer
10697,47,Male,Mumbai,Graduate,Analytics,6.4,95400,,90,4,2,3,,51,9,14,5,Excellent,7.9,,Average Performer
10698,29,Male,Kolkata,Graduate,Finance,12.4,36055,,75,0,3,3,,,179,8,3,Average,7.2,18,High Performer
10699,46,Female,Pune,Graduate,Analytics,1.5,92861,12,273,5,4,2,3.4,73,168,0,,Excellent,3.2,,Low Performer
10700,42,Other,Mumbai,,Analytics,16.8,139184,18,,3,1,1,2,64,168,11,4,Excellent,7,,Average Performer
10701,50,Male,Delhi,Diploma,Operations,4.4,134524,16,,,1,,4.7,79,23,4,1,Average,0.3,11,High Performer
10702,37,Female,Delhi,Diploma,,18,134826,4,153,2,1,1,2.4,10,24,0,5,Good,2.5,2,Low Performer
10703,46,Male,Bengaluru,Graduate,IT,3.5,54775,12,10,,3,1,2.7,67,154,1,2,Poor,5.8,18,Average Performer
10704,56,Female,Pune,PhD,Sales,14,103909,33,152,4,,4,,76,35,13,2,Poor,1.8,2,Average Performer
10705,21,Female,Chennai,Graduate,Finance,4.4,54253,22,,3,1,,2.5,14,109,1,,Good,1.6,18,Average Performer
10706,28,Female,Pune,Graduate,Analytics,1.9,69884,18,13,0,2,3,4.4,56,,10,3,Average,6.9,,Low Performer
10707,55,Female,Delhi,PhD,Sales,15.8,94497,33,182,4,1,5,3.7,73,105,4,1,Good,4.9,6,High Performer
10708,35,Male,Chennai,Post Graduate,,15.5,35705,27,288,3,1,,4.9,63,93,9,3,Average,7.9,13,High Performer
10709,42,Female,Pune,Graduate,Operations,7.6,109640,19,120,,1,2,2.7,10,53,3,2,Average,1.1,20,Average Performer
10710,34,Female,Pune,Graduate,IT,12.8,25101,14,100,2,5,5,3.5,19,63,5,1,,2.8,3,Average Performer
10711,46,Male,Chennai,Graduate,Operations,10.2,80495,25,60,,1,1,4.9,29,136,4,,Average,2.5,5,High Performer
10712,48,Female,Delhi,Post Graduate,,,26951,,211,0,5,,,9,121,1,1,Average,7,13,High Performer
10713,43,Male,Pune,Post Graduate,Finance,6,54180,24,109,4,5,1,4.2,53,171,8,2,Good,2,7,Low Performer
10714,34,Female,Chennai,Diploma,Analytics,9.7,74977,38,39,0,3,,,,139,12,2,,2.8,17,Average Performer
10715,44,Male,Hyderabad,Graduate,IT,9,81209,23,213,5,2,3,4.3,78,93,9,2,Poor,1.1,14,High Performer
10716,22,Male,Hyderabad,Graduate,Operations,6.7,126575,,285,0,,5,3,28,19,7,4,Average,6.2,18,Low Performer
10717,46,Female,Delhi,Post Graduate,Sales,16.1,,36,151,2,1,3,3.6,0,11,14,,Good,1.9,17,Average Performer
10718,34,Female,Chennai,Post Graduate,Operations,3.4,138014,24,291,2,1,5,3.8,57,,8,4,Good,0.5,14,Average Performer
10719,27,Male,Hyderabad,Graduate,Analytics,,,36,85,2,5,1,3.8,20,120,10,2,Average,3.5,22,Average Performer
10720,23,Male,Chennai,Post Graduate,Analytics,10.6,25749,5,54,,4,5,4.2,14,102,5,5,Average,3.1,,Low Performer
10721,43,Female,Pune,PhD,,12,42182,39,91,,2,3,4,66,122,4,3,Good,1.4,17,Average Performer
10722,38,Male,Delhi,Diploma,IT,3.9,95450,6,195,5,1,4,2.2,32,177,4,,Average,1.1,4,Low Performer
10723,55,Male,Hyderabad,Post Graduate,HR,7.3,98543,,5,3,4,3,3.4,37,112,1,1,Excellent,7.2,14,Average Performer
10724,35,Female,,PhD,Operations,,114487,,142,5,4,4,4,18,110,10,3,Good,0.5,8,Low Performer
10725,45,Female,Pune,Post Graduate,,4.8,128227,10,140,1,4,2,2.9,3,151,3,4,Poor,0.8,7,Average Performer
10726,57,Male,Kolkata,Post Graduate,Sales,12.2,96578,1,158,3,2,3,2.9,75,51,1,3,Average,2,7,Low Performer
10727,48,Female,,Graduate,Operations,13.5,134258,21,,,4,5,2.4,57,57,1,5,,7.6,2,Low Performer
10728,30,,Mumbai,Graduate,Finance,8.3,31181,39,,,1,,3.3,69,159,11,2,Poor,0.7,12,Average Performer
10729,37,Female,Mumbai,Graduate,Finance,16.9,62898,37,247,2,1,5,5,11,137,7,3,,6.5,12,High Performer
10730,42,Male,Delhi,Post Graduate,Analytics,13.4,21405,3,133,5,3,4,2.9,78,64,3,3,Poor,7.1,11,Low Performer
10731,46,Male,,Graduate,Analytics,8.5,28862,31,180,0,5,3,3.6,,81,11,2,Average,3,14,Average Performer
10732,45,Male,Hyderabad,Diploma,Analytics,10.5,46688,27,284,2,4,3,4.2,0,66,13,1,Poor,2.4,13,High Performer
10733,37,Male,Hyderabad,Graduate,HR,,66017,17,88,0,5,5,2,13,,3,5,,,0,Average Performer
10734,33,Female,Chennai,Graduate,Analytics,10.9,30939,23,226,5,5,3,,1,60,,3,Good,5.6,1,High Performer
10735,40,Male,Pune,Post Graduate,Operations,15.9,122152,13,149,,5,5,3.2,3,82,3,3,Average,6.2,22,Average Performer
10736,45,Female,Hyderabad,Graduate,Operations,6.7,57585,27,110,2,,1,4.6,65,51,8,1,,6.6,3,Average Performer
10737,24,Male,Pune,Graduate,IT,5.7,134315,20,15,,,4,2.1,45,142,8,5,,2.1,12,Average Performer
10738,30,Male,Delhi,,Sales,,122447,13,170,0,,5,2.4,49,164,11,2,,5.5,9,Average Performer
10739,23,Female,Kolkata,Post Graduate,Analytics,1.2,99560,,200,1,2,,3,59,,13,2,Good,1.1,20,Low Performer
10740,,Male,Hyderabad,Graduate,Operations,1.3,115435,3,235,,4,1,3,51,33,,4,,4.1,12,Low Performer
10741,56,Male,,Post Graduate,Operations,15.7,87283,10,151,2,4,,4.5,,,2,5,Good,4.9,0,Average Performer
10742,42,Female,Hyderabad,Post Graduate,,12.4,27297,1,242,5,1,5,2,38,99,5,5,Average,1.3,10,Low Performer
10743,54,Male,Mumbai,Graduate,HR,12.1,82005,13,17,2,1,3,3.9,69,149,14,3,Good,0.6,17,Average Performer
10744,28,Female,Bengaluru,Graduate,Sales,11.3,146833,14,223,4,5,4,2.4,59,98,6,,Average,,8,Average Performer
10745,39,Female,Delhi,Graduate,,15.4,,33,261,,2,4,4.5,29,29,2,2,Excellent,3.4,5,High Performer
10746,57,Male,Hyderabad,Post Graduate,Operations,8.9,104994,2,6,,4,1,4.3,26,40,3,5,Poor,7.1,,Low Performer
10747,26,Female,,Graduate,Analytics,15.7,74305,2,214,5,3,2,3.5,73,75,13,,Excellent,4.3,12,Low Performer
10748,46,Male,Delhi,Graduate,Operations,6.8,140688,39,229,1,1,3,,54,167,0,1,Good,6,4,Average Performer
10749,54,Male,Chennai,Post Graduate,Sales,16.7,25645,,198,0,3,5,3.9,69,124,10,2,Poor,1.4,24,Average Performer
10750,26,Male,Hyderabad,Post Graduate,Finance,,60238,4,200,2,4,1,2.5,25,54,8,1,Good,0.8,9,Low Performer
10751,57,Male,Chennai,Graduate,HR,5,87694,,264,0,1,5,2.6,41,132,6,4,Good,1.9,4,Low Performer
10752,53,Female,Mumbai,Graduate,IT,10.4,34786,19,,4,4,5,3.9,66,45,9,5,Excellent,2.5,21,Average Performer
10753,42,Male,Hyderabad,,Analytics,9.8,58693,,,1,1,4,5,66,29,,4,Good,4.4,,High Performer
10754,41,Male,Kolkata,PhD,IT,2.9,114447,,217,5,,,4.7,51,166,14,1,Poor,7,24,Low Performer
10755,26,Male,Mumbai,Post Graduate,HR,10.8,87702,24,283,0,3,1,3.8,5,140,8,2,,3.4,4,Average Performer
10756,26,Female,Bengaluru,Post Graduate,Sales,6,102845,13,248,1,2,3,3.6,9,60,11,5,Poor,4.2,19,Average Performer
10757,24,Male,Delhi,Post Graduate,Sales,1.4,33076,30,121,2,,2,5,37,88,13,2,Excellent,0,20,Low Performer
10758,50,Male,Pune,Diploma,HR,17.1,37377,19,91,5,3,5,3.6,76,162,14,4,Average,0.3,10,Average Performer
10759,31,Female,Mumbai,Diploma,Operations,11.7,145368,10,267,,4,3,3.3,11,72,5,3,Good,0.7,4,Average Performer
10760,50,Male,Pune,Graduate,HR,15.8,51539,14,117,3,3,,4.7,45,,7,2,Excellent,5.6,4,Average Performer
10761,,Male,Pune,Post Graduate,Analytics,12.3,144552,20,,0,1,5,2.7,48,95,4,2,,3.9,16,Average Performer
10762,44,Male,Delhi,,Finance,6.7,44245,4,8,1,3,4,,,14,7,2,Poor,1.5,20,Low Performer
10763,29,Male,Bengaluru,Graduate,IT,,85092,38,122,0,4,4,3.9,62,91,11,5,Good,4.7,4,Average Performer
10764,23,Female,Delhi,Post Graduate,IT,12.3,127454,39,,,5,5,2.3,68,37,9,,Average,4.4,0,Average Performer
10765,51,Male,Hyderabad,Graduate,Sales,,65427,5,,,,,3.1,42,,13,4,Good,0.7,12,Low Performer
10766,57,Male,Mumbai,Diploma,Operations,4.9,89839,32,94,,2,,3.3,59,87,,5,Average,5.1,3,Average Performer
10767,56,Male,,Graduate,Sales,15.8,134801,6,259,5,5,4,3.6,28,8,2,2,,6.1,7,Low Performer
10768,44,Female,Delhi,Post Graduate,Analytics,16.7,128845,14,96,1,,2,5,77,,14,2,Good,2.3,19,Average Performer
10769,51,Female,Delhi,Diploma,HR,12.2,104298,6,159,4,3,3,2.7,73,57,3,3,Excellent,5.5,22,Low Performer
10770,26,Male,Delhi,Diploma,IT,16.8,107147,14,119,0,3,3,3.1,10,117,13,,Good,1.6,5,Average Performer
10771,22,Female,Mumbai,Graduate,Analytics,7.5,73413,12,211,0,5,,2.4,34,137,10,1,Average,6.1,14,Average Performer
10772,40,,,Graduate,Sales,,83958,27,85,2,5,5,3.8,22,22,8,2,,7.3,14,Average Performer
10773,48,Female,,Post Graduate,Sales,12.8,49275,26,107,0,4,5,4.2,71,21,7,3,Average,3.5,20,High Performer
10774,31,Female,Delhi,Graduate,IT,1.2,44597,12,84,1,4,4,3.4,20,111,13,1,Average,2,15,Low Performer
10775,24,Male,Mumbai,Diploma,Sales,16.4,95521,,107,,,2,2.7,36,117,7,3,Good,3.2,8,Low Performer
10776,35,Male,Pune,Diploma,,9,112243,10,244,5,1,,3.9,27,126,1,3,Poor,2,,Average Performer
10777,,Male,Hyderabad,Graduate,Sales,8.6,86908,16,,2,1,2,,57,172,6,4,Good,0,4,Average Performer
10778,50,Male,Kolkata,Graduate,Finance,,73188,26,37,5,5,4,2.5,,91,14,,Poor,5.2,22,Average Performer
10779,22,Other,Chennai,,HR,3.1,52710,8,39,5,2,2,3.2,27,6,11,3,,0.3,,Low Performer
10780,35,Male,Kolkata,Diploma,Sales,8.7,136493,29,253,5,2,2,3.3,41,125,2,2,Good,,24,Average Performer
10781,31,Male,,,Finance,15,,20,54,3,4,5,4.9,72,,5,,Poor,5.8,6,Average Performer
10782,28,Female,Mumbai,Graduate,Analytics,0.8,52247,17,284,0,3,2,4.5,60,153,14,1,Average,5.3,2,Low Performer
10783,46,Male,Chennai,,Sales,5.3,44408,19,246,4,1,2,4.2,78,156,3,,Excellent,0.6,9,Average Performer
10784,25,Male,Delhi,Post Graduate,Operations,0.5,94313,17,156,5,2,2,4.7,32,57,5,4,Good,5.3,15,Low Performer
10785,26,Male,Delhi,Graduate,Analytics,7.8,23443,39,151,1,4,1,4.2,54,170,3,,,7.4,20,Average Performer
10786,46,Male,Kolkata,Graduate,Sales,13.2,148270,,43,5,4,3,4.7,36,152,2,4,Average,0.6,11,Low Performer
10787,24,Female,Mumbai,Diploma,IT,14.5,149151,29,193,5,4,3,2.2,46,54,1,2,Excellent,3.3,8,Average Performer
10788,39,Male,Chennai,Diploma,Finance,17,114818,14,29,0,3,2,3.4,35,171,3,2,Poor,5.8,,Average Performer
10789,40,Male,Delhi,Post Graduate,,11.1,99785,17,248,1,2,5,4.2,27,64,9,2,Poor,5.3,,Average Performer
10790,53,Male,,Graduate,,5,144691,13,227,0,5,5,3.7,9,118,1,5,Average,1.8,23,Average Performer
10791,40,Male,Bengaluru,Graduate,HR,,,29,234,5,5,5,2.5,22,112,6,4,Excellent,1.3,21,Average Performer
10792,32,,Bengaluru,,Operations,14.1,52171,34,157,0,4,3,3,4,43,14,4,Excellent,6.3,22,Average Performer
10793,21,Male,Delhi,Graduate,Finance,10.6,133019,27,292,0,4,4,3,5,75,0,3,,7.6,6,Average Performer
10794,46,Male,Chennai,Diploma,Analytics,12.7,25485,33,112,,3,2,2.8,41,132,13,1,Excellent,6.1,10,Average Performer
10795,34,Female,Hyderabad,Post Graduate,Operations,16.7,145628,29,37,,4,3,3,46,37,10,2,Good,7.7,16,Average Performer
10796,57,Female,Delhi,Graduate,Finance,13,128104,,115,4,,5,3.5,27,161,0,1,Excellent,,23,Average Performer
10797,31,Male,Hyderabad,Diploma,HR,6.9,133427,,125,3,4,3,4.6,,,4,1,Poor,7.4,,Average Performer
10798,56,Female,Hyderabad,Diploma,Analytics,13,108153,,20,3,4,3,4.2,24,14,6,2,Excellent,5.5,22,Average Performer
10799,33,Female,,Graduate,Operations,1.2,55748,24,231,1,2,3,4.5,6,135,13,2,Good,7.3,9,Low Performer
10800,23,Female,Hyderabad,Post Graduate,Analytics,7.3,105150,,15,2,1,,4.7,,113,0,3,,1.3,14,Average Performer
10801,53,,Pune,Graduate,IT,7.6,107364,37,207,2,5,,3.2,,163,11,,Poor,6.5,9,Low Performer
10802,26,Female,Chennai,Graduate,Sales,3.4,,5,206,0,4,1,3,57,31,11,2,,1.6,1,Low Performer
10803,30,Male,Delhi,Graduate,IT,0.9,27958,24,102,3,2,2,2.2,65,31,3,1,,0.2,15,Low Performer
10804,25,Male,Kolkata,Post Graduate,Operations,2.8,105160,34,,,5,2,,35,115,4,3,,4.1,6,Low Performer
10805,43,Male,,Diploma,Sales,12,33493,31,,1,3,3,2.2,,13,1,4,Good,2.5,23,Average Performer
10806,30,,Mumbai,Post Graduate,IT,14.5,39199,30,236,2,1,4,4.2,37,10,6,3,,0.3,,High Performer
10807,22,Female,Bengaluru,Graduate,Sales,17.8,48493,9,,0,4,5,3.1,73,138,3,2,Poor,7.8,,Average Performer
10808,33,Male,Delhi,Post Graduate,Finance,6.6,129545,27,16,4,1,1,4.8,13,30,7,2,Average,5.3,16,Average Performer
10809,22,Male,Delhi,Graduate,Analytics,11,67002,28,25,3,4,1,3.3,26,47,13,5,Good,7.2,21,Average Performer
10810,40,Female,Delhi,,Sales,16.9,41731,26,131,4,4,3,4.4,14,23,13,3,,8,12,High Performer
10811,21,Male,Pune,Graduate,,3.4,19071,18,289,2,4,3,2.8,,20,14,2,Excellent,3.1,18,Average Performer
10812,57,Male,Mumbai,Graduate,HR,13.1,117926,,125,1,1,5,2.9,42,109,0,1,Average,2,20,Average Performer
10813,29,Male,Kolkata,Graduate,,13.7,145872,8,,,,5,3.8,56,27,9,1,Average,1.5,24,Low Performer
10814,37,Male,Chennai,Post Graduate,HR,2.1,59410,18,37,1,2,5,5,47,161,0,,Average,4.1,,High Performer
10815,29,Male,Mumbai,Graduate,Operations,15.6,112948,20,174,5,2,,3.6,60,170,0,5,,,7,Average Performer
10816,,Female,Pune,Post Graduate,Finance,14.7,59041,32,81,4,,4,4.8,43,63,3,3,Poor,3.8,,High Performer
10817,35,Male,Delhi,Graduate,HR,1.1,141616,,67,,3,3,,51,52,0,,Good,3.1,8,Low Performer
10818,44,Male,Bengaluru,,,2.1,71326,18,,0,4,3,4.4,61,152,14,1,Poor,1.3,18,Low Performer
10819,55,,Delhi,,Finance,1.4,71096,7,220,3,4,1,3.3,,25,4,2,Excellent,3.5,16,Low Performer
10820,50,Female,Chennai,Diploma,Analytics,6.4,61167,1,194,4,2,5,3.2,70,160,13,4,Poor,0.7,9,Low Performer
10821,51,Male,,Diploma,Sales,9.4,79292,28,,2,4,2,2.6,30,,13,,Average,6.9,13,Average Performer
10822,25,Male,Bengaluru,,Operations,9.8,93419,33,,5,4,5,4.9,72,118,5,1,,0.4,11,High Performer
10823,34,Male,Delhi,Graduate,Operations,5.2,105753,4,71,2,3,4,4.9,71,,6,1,Excellent,3,19,Low Performer
10824,31,Male,Kolkata,Graduate,IT,16.5,29093,20,97,1,1,4,4.2,32,14,7,2,Average,0.8,23,Average Performer
10825,29,Male,Bengaluru,Post Graduate,Sales,6.9,122089,36,57,5,5,5,2.9,4,166,7,2,Poor,6.2,21,Average Performer
10826,54,Male,Hyderabad,,IT,1.3,90043,,98,5,5,5,2.7,77,77,1,1,Average,2.5,6,Low Performer
10827,32,Female,Mumbai,Diploma,Operations,5.8,142534,38,117,2,4,3,5,57,40,11,2,Poor,0.9,8,Average Performer
10828,55,Male,Pune,Diploma,Sales,9.8,120865,28,233,4,4,2,2.2,76,,3,,Poor,,17,Average Performer
10829,55,Female,Delhi,Graduate,HR,7.6,142678,3,254,,,3,4.5,10,139,6,,,7.3,6,High Performer
10830,21,,Chennai,Post Graduate,Analytics,5.3,65287,6,213,3,,1,,22,119,8,3,,7.3,3,Low Performer
10831,42,Female,Mumbai,PhD,,2.8,51427,23,186,1,5,1,3.3,44,20,8,4,Average,2,22,Low Performer
10832,49,Female,Delhi,Post Graduate,Analytics,,147849,7,271,5,5,4,4.5,26,163,10,,Excellent,5.8,7,Low Performer
10833,28,Female,Mumbai,Graduate,Finance,17.9,127839,36,285,3,5,,,78,164,2,1,Good,0.2,17,Average Performer
10834,31,Male,Chennai,Graduate,IT,6.3,110662,1,159,4,4,2,3.1,55,49,11,3,,1.1,14,Low Performer
10835,57,Female,Delhi,Graduate,IT,7.2,,6,87,4,4,4,4.9,58,31,6,5,,4,6,Low Performer
10836,34,,Hyderabad,Graduate,Finance,11.3,88218,24,190,2,5,1,4.1,79,,3,3,Poor,1.8,7,High Performer
10837,50,Female,Hyderabad,Graduate,,13.1,92362,37,143,0,4,2,4.3,39,147,8,5,Excellent,6.4,,High Performer
10838,55,Male,,,Finance,7.4,128949,36,59,5,5,1,4.3,17,12,6,5,Excellent,7.4,10,Average Performer
10839,41,Male,Bengaluru,Post Graduate,Operations,16.3,144895,,23,5,,5,2.2,,120,12,2,Excellent,0,9,Average Performer
10840,57,Male,Chennai,Graduate,,10.3,45315,38,,,4,5,,60,,12,4,Average,1.9,4,High Performer
10841,25,Male,,Graduate,Analytics,,101804,29,146,4,1,2,3.5,22,91,5,5,Poor,3.5,24,Average Performer
10842,39,Male,Delhi,,Operations,11.8,59581,37,168,,4,3,3.1,35,121,8,2,Good,4.5,1,Average Performer
10843,34,Male,Bengaluru,Post Graduate,Finance,,115357,32,,5,3,4,3.2,37,20,6,3,Good,7.3,,Low Performer
10844,46,Female,Delhi,PhD,,,137761,25,236,,3,2,4.3,71,166,10,3,Poor,7.1,1,High Performer
10845,24,Female,Delhi,Post Graduate,HR,1.2,131984,10,64,5,4,4,2,55,117,7,5,Good,5.1,18,Low Performer
10846,45,Female,Kolkata,Graduate,Analytics,6.3,110449,35,26,4,2,1,4,38,61,10,2,Poor,2.1,,Average Performer
10847,45,Male,Pune,,Analytics,8.7,148522,,130,4,5,3,,,137,4,1,Excellent,,10,Average Performer
10848,38,Female,,Graduate,Sales,6,61030,27,107,,5,4,2.2,68,48,3,4,Excellent,1.6,,Average Performer
10849,28,Female,Bengaluru,Graduate,,12.8,80245,32,225,3,3,5,3.2,27,75,0,5,Average,7.7,21,Average Performer
10850,34,Female,,Graduate,Analytics,15,53133,12,114,3,4,5,4.5,20,41,13,1,Excellent,0,4,Average Performer
10851,52,Female,Pune,Graduate,Finance,13.3,61998,4,62,,2,1,2.4,61,128,7,4,Average,4.6,3,Low Performer
10852,53,Male,Delhi,Graduate,Analytics,17.8,133603,26,69,1,1,,3.7,22,32,5,1,Good,0.7,22,Average Performer
10853,43,Female,Chennai,Diploma,Analytics,5.3,66245,3,62,3,5,,4,20,72,3,,,,18,Low Performer
10854,35,Male,Chennai,Post Graduate,Analytics,15.8,41557,,162,3,2,1,2.7,74,117,2,5,,5.1,,Average Performer
10855,53,Male,Hyderabad,Graduate,Sales,13.9,88474,9,80,3,,5,,15,170,4,1,Poor,5.5,22,Average Performer
10856,,Male,Pune,Diploma,Analytics,6.8,109228,29,,,4,,4.7,61,50,,1,Good,6.3,8,Average Performer
10857,37,Female,Delhi,Graduate,Analytics,13.3,83074,1,194,5,5,5,3.5,64,104,10,1,,4.7,17,Low Performer
10858,53,Female,Kolkata,Graduate,Sales,2.3,76204,18,254,5,1,3,2.5,79,30,10,,,2,,Low Performer
10859,22,Other,,,Operations,14.3,24846,20,83,2,4,3,3.9,4,79,6,2,,7.1,16,Average Performer
10860,34,Female,Kolkata,Post Graduate,HR,9.8,41694,34,,1,3,5,3.8,,116,5,2,Excellent,6.5,22,Low Performer
10861,,Male,Delhi,Graduate,Operations,,,28,176,,2,2,2.1,63,67,2,1,Average,1.3,,Average Performer
10862,26,Male,Delhi,Graduate,IT,12,48996,,,2,5,3,2.3,40,116,11,2,Poor,,20,Average Performer
10863,23,Male,,Post Graduate,Sales,11.7,81874,16,153,0,4,,2.5,43,170,9,4,Poor,7.8,0,Average Performer
10864,27,Male,Kolkata,Post Graduate,Sales,4.2,115661,21,14,0,4,3,2.4,14,147,12,2,Good,,13,Average Performer
10865,28,Male,,Post Graduate,Analytics,1,124945,13,34,4,5,4,2.8,67,103,10,1,Average,2.3,13,Low Performer
10866,35,Male,Pune,Graduate,Analytics,8.1,40970,35,284,1,3,3,3.4,50,13,11,4,Poor,4.9,13,Average Performer
10867,49,Male,Mumbai,Graduate,,10.5,106890,32,59,5,5,5,3.1,53,79,,5,Good,2.7,,Average Performer
10868,53,Female,Kolkata,,Analytics,15.8,75300,38,131,2,3,4,4.7,67,26,0,3,,5.4,3,High Performer
10869,50,Male,Chennai,Graduate,,16.7,79915,6,,1,5,2,3.8,76,41,13,2,Good,,,Low Performer
10870,47,Female,Chennai,,Analytics,9.8,93147,38,236,,4,3,,41,61,6,4,Average,7.4,6,High Performer
10871,56,Female,Chennai,Post Graduate,Analytics,13.7,94064,38,97,1,1,3,3.6,45,118,4,3,Average,4.9,23,Average Performer
10872,49,Male,Bengaluru,Graduate,Finance,8.2,84535,13,12,0,1,5,2.3,24,144,0,5,Good,1.7,11,Average Performer
10873,,Male,Delhi,Post Graduate,IT,13.6,21760,,251,5,,4,3.4,,139,0,,Excellent,5.8,,Average Performer
10874,57,Male,Pune,Post Graduate,Finance,4.1,120715,,200,3,1,5,4.5,34,107,5,5,Poor,2.4,24,Average Performer
10875,47,Male,Chennai,Graduate,Sales,7,143491,12,167,1,,4,2.6,72,45,3,1,Excellent,2.2,14,Average Performer
10876,53,Female,,Post Graduate,Finance,11.6,148992,33,44,1,4,,2.3,77,156,13,1,Poor,3.1,,Average Performer
10877,24,Male,Chennai,PhD,,,,28,258,5,3,3,3,21,157,7,5,Average,0.1,1,Low Performer
10878,42,Male,Hyderabad,Post Graduate,Sales,13.1,80278,3,,0,4,3,3.2,8,,1,3,Poor,7.8,13,Low Performer
10879,22,Male,Delhi,Graduate,Analytics,15.1,131286,18,276,3,3,3,2.9,23,110,3,2,Good,4.3,11,Average Performer
10880,30,Other,Kolkata,Post Graduate,Sales,7.5,111515,26,82,0,3,1,2.4,,48,11,3,Good,6.2,12,Average Performer
10881,25,Female,Delhi,Post Graduate,IT,8.3,70142,2,217,5,,3,2.8,60,134,12,3,,2.1,,Low Performer
10882,30,Female,Kolkata,,IT,15.4,145157,4,259,1,4,3,4,36,174,7,2,Excellent,6,2,Low Performer
10883,53,Male,Kolkata,Graduate,Finance,14.1,110930,,95,2,5,4,3.2,44,165,14,3,Average,4.5,24,Average Performer
10884,33,Female,Pune,PhD,Sales,5.5,115812,28,197,2,1,3,3.9,14,,14,,Average,3.4,12,Average Performer
10885,51,,Bengaluru,Graduate,Analytics,6.2,88063,25,257,4,3,3,3.6,56,126,11,,,7.8,7,Average Performer
10886,56,,Kolkata,Post Graduate,IT,12.4,,26,282,2,3,,3.6,13,154,,5,Good,4,,Low Performer
10887,44,Other,Kolkata,Post Graduate,,10.4,30247,2,147,5,5,3,2.7,,5,4,1,Average,5.3,5,Low Performer
10888,35,Male,Pune,Graduate,Analytics,3.3,35603,34,,5,5,3,3.6,,98,2,5,Excellent,0.1,10,Average Performer
10889,49,Female,Chennai,,Operations,5.9,120099,,216,5,3,5,2.1,26,18,12,3,Excellent,2.4,14,Average Performer
10890,28,Female,Hyderabad,Post Graduate,HR,16.2,18527,21,199,,,1,3.3,16,104,14,2,Excellent,7.1,18,Average Performer
10891,25,Male,Mumbai,Graduate,Operations,12.5,23849,37,274,4,2,4,3.7,40,106,3,2,Good,6.1,23,Average Performer
10892,49,Male,Pune,Post Graduate,IT,17.8,68314,,23,3,1,5,2.5,3,57,2,1,Poor,4.3,1,Average Performer
10893,24,Female,Bengaluru,Post Graduate,Finance,13.9,35230,33,44,2,4,2,2.8,2,10,10,1,Average,7.2,10,Average Performer
10894,32,Male,Pune,Post Graduate,HR,,110229,,102,2,5,,2.7,18,94,1,1,Excellent,3.9,19,Low Performer
10895,22,Male,Delhi,Diploma,Sales,4.3,90495,27,8,1,5,1,2.2,40,68,13,2,Poor,4.5,19,Average Performer
10896,47,Female,Chennai,,Analytics,14,119390,22,37,,2,,3,39,92,3,3,Poor,,8,Average Performer
10897,51,Female,,Graduate,,,109937,34,,,4,1,4.9,57,37,,,Excellent,5,23,Low Performer
10898,56,Male,Kolkata,Diploma,HR,12.2,131723,,,1,2,2,3.1,38,76,5,,Excellent,2.6,22,Average Performer
10899,56,Female,Chennai,Post Graduate,HR,8.7,21323,20,177,3,4,2,3.4,6,48,3,2,Average,3.1,3,Average Performer
10900,46,Male,Chennai,Graduate,IT,6.6,149517,,117,5,1,5,4,35,111,0,,Average,7.7,22,Average Performer
10901,47,Male,Chennai,Graduate,Sales,15.6,100945,16,99,4,5,2,3.9,75,38,13,1,,0.9,16,Average Performer
10902,25,Male,,Post Graduate,Sales,15.4,138801,,237,3,1,1,4.8,19,166,6,3,Poor,0.8,,Low Performer
10903,40,Female,,Graduate,Finance,0.9,99947,,138,4,4,3,4.6,75,,1,4,,0.3,7,Low Performer
